TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
21659,issf,horlar1,Horned Lark (Western rufous Group),Eremophila alpestris [strigata Group],Passeriformes,Alaudidae (Larks),,horlar
21666,issf,horlar9,Horned Lark (South Baja),Eremophila alpestris enertera,Passeriformes,Alaudidae (Larks),,horlar
21667,issf,horlar10,Horned Lark (Mexican),Eremophila alpestris [chrysolaema Group],Passeriformes,Alaudidae (Larks),,horlar
21673,issf,horlar11,Horned Lark (Colombian),Eremophila alpestris peregrina,Passeriformes,Alaudidae (Larks),,horlar
21674,species,temlar1,Temminck's Lark,Eremophila bilopha,Passeriformes,Alaudidae (Larks),,
21675,slash,y00898,Horned/Temminck's Lark,Eremophila alpestris/bilopha,Passeriformes,Alaudidae (Larks),,
21676,species,blalar2,Blanford's Lark,Calandrella blanfordi,Passeriformes,Alaudidae (Larks),,
21677,issf,blalar3,Blanford's Lark (Blanford's),Calandrella blanfordi blanfordi,Passeriformes,Alaudidae (Larks),,blalar2
21678,issf,erllar1,Blanford's Lark (Erlanger's),Calandrella blanfordi erlangeri,Passeriformes,Alaudidae (Larks),,blalar2
21679,species,blalar4,Rufous-capped Lark,Calandrella eremica,Passeriformes,Alaudidae (Larks),,
21682,species,reclar1,Red-capped Lark,Calandrella cinerea,Passeriformes,Alaudidae (Larks),,
21691,species,gstlar1,Greater Short-toed Lark,Calandrella brachydactyla,Passeriformes,Alaudidae (Larks),,
21699,species,sstlar4,Sykes's Short-toed Lark,Calandrella dukhunensis,Passeriformes,Alaudidae (Larks),,
21700,slash,y01042,Greater/Sykes's Short-toed Lark,Calandrella brachydactyla/dukhunensis,Passeriformes,Alaudidae (Larks),,
21701,species,humlar1,Hume's Lark,Calandrella acutirostris,Passeriformes,Alaudidae (Larks),,
21704,slash,y00897,Greater Short-toed/Hume's Lark,Calandrella brachydactyla/acutirostris,Passeriformes,Alaudidae (Larks),,
21705,spuh,caland1,Calandrella sp.,Calandrella sp.,Passeriformes,Alaudidae (Larks),,
21706,species,bimlar1,Bimaculated Lark,Melanocorypha bimaculata,Passeriformes,Alaudidae (Larks),,
21707,species,callar1,Calandra Lark,Melanocorypha calandra,Passeriformes,Alaudidae (Larks),,
21712,slash,y00687,Bimaculated/Calandra Lark,Melanocorypha bimaculata/calandra,Passeriformes,Alaudidae (Larks),,
21713,species,tiblar1,Tibetan Lark,Melanocorypha maxima,Passeriformes,Alaudidae (Larks),,
21714,species,blalar1,Black Lark,Melanocorypha yeltoniensis,Passeriformes,Alaudidae (Larks),,
21715,species,monlar1,Mongolian Lark,Melanocorypha mongolica,Passeriformes,Alaudidae (Larks),,
21716,species,duplar1,Dupont's Lark,Chersophilus duponti,Passeriformes,Alaudidae (Larks),,
21719,species,dunlar2,Dunn's Lark,Eremalauda dunni,Passeriformes,Alaudidae (Larks),,
21720,issf,dunlar1,Dunn's Lark (African),Eremalauda dunni dunni,Passeriformes,Alaudidae (Larks),,dunlar2
21721,issf,dunlar4,Dunn's Lark (Arabian),Eremalauda dunni eremodites,Passeriformes,Alaudidae (Larks),,dunlar2
21722,species,sstlar1,Somali Short-toed Lark,Alaudala somalica,Passeriformes,Alaudidae (Larks),,
21723,issf,sstlar2,Somali Short-toed Lark (Somali),Alaudala somalica [somalica Group],Passeriformes,Alaudidae (Larks),,sstlar1
21727,issf,sstlar3,Somali Short-toed Lark (Athi),Alaudala somalica athensis,Passeriformes,Alaudidae (Larks),,sstlar1
21728,species,lstlar2,Asian Short-toed Lark,Alaudala cheleensis,Passeriformes,Alaudidae (Larks),,
21736,species,lstlar3,Lesser Short-toed Lark,Alaudala rufescens,Passeriformes,Alaudidae (Larks),,
21746,slash,y00675,Greater/Asian/Lesser Short-toed Lark,Calandrella brachydactyla/Alaudala cheleensis/rufescens,Passeriformes,Alaudidae (Larks),,
21747,slash,y01043,Greater/Lesser Short-toed Lark,Calandrella brachydactyla/Alaudala rufescens,Passeriformes,Alaudidae (Larks),,
21748,slash,lstlar1,Asian/Lesser Short-toed Lark,Alaudala cheleensis/rufescens,Passeriformes,Alaudidae (Larks),,
21749,species,sanlar1,Sand Lark,Alaudala raytal,Passeriformes,Alaudidae (Larks),,
21753,spuh,y00979,Calandrella/Alaudala sp.,Calandrella/Alaudala sp.,Passeriformes,Alaudidae (Larks),,
21754,species,woolar1,Wood Lark,Lullula arborea,Passeriformes,Alaudidae (Larks),,
21757,species,stalar2,Stark's Lark,Spizocorys starki,Passeriformes,Alaudidae (Larks),,
21758,species,scllar1,Sclater's Lark,Spizocorys sclateri,Passeriformes,Alaudidae (Larks),,
21759,species,shtlar1,Short-tailed Lark,Spizocorys fremantlii,Passeriformes,Alaudidae (Larks),,
21763,species,piblar1,Pink-billed Lark,Spizocorys conirostris,Passeriformes,Alaudidae (Larks),,
21770,species,botlar1,Botha's Lark,Spizocorys fringillaris,Passeriformes,Alaudidae (Larks),,
21771,species,obblar1,Obbia Lark,Spizocorys obbiensis,Passeriformes,Alaudidae (Larks),,
21772,species,maslar1,Masked Lark,Spizocorys personata,Passeriformes,Alaudidae (Larks),,
21777,species,whwlar1,White-winged Lark,Alauda leucoptera,Passeriformes,Alaudidae (Larks),,
21778,species,skylar,Eurasian Skylark,Alauda arvensis,Passeriformes,Alaudidae (Larks),,
21779,issf,skylar1,Eurasian Skylark (European),Alauda arvensis [arvensis Group],Passeriformes,Alaudidae (Larks),,skylar
21787,issf,skylar2,Eurasian Skylark (Asian),Alauda arvensis [pekinensis Group],Passeriformes,Alaudidae (Larks),,skylar
21792,issf,eursky1,Eurasian Skylark (Far Eastern),Alauda arvensis japonica/intermedia,Passeriformes,Alaudidae (Larks),,skylar
21795,species,orisky1,Oriental Skylark,Alauda gulgula,Passeriformes,Alaudidae (Larks),,
21804,slash,y00652,Eurasian/Oriental Skylark,Alauda arvensis/gulgula,Passeriformes,Alaudidae (Larks),,
21805,species,razsky1,Razo Skylark,Alauda razae,Passeriformes,Alaudidae (Larks),,
21806,species,sunlar1,Sun Lark,Galerida modesta,Passeriformes,Alaudidae (Larks),,
21811,species,lablar1,Large-billed Lark,Galerida magnirostris,Passeriformes,Alaudidae (Larks),,
21815,species,thelar1,Thekla's Lark,Galerida theklae,Passeriformes,Alaudidae (Larks),,
21828,species,crelar2,Crested Lark,Galerida cristata,Passeriformes,Alaudidae (Larks),,
21864,slash,y00980,Thekla's/Crested Lark,Galerida theklae/cristata,Passeriformes,Alaudidae (Larks),,
21865,species,crelar3,Maghreb Lark,Galerida macrorhyncha,Passeriformes,Alaudidae (Larks),,
21868,slash,crelar1,Crested/Maghreb Lark,Galerida cristata/macrorhyncha,Passeriformes,Alaudidae (Larks),,
21869,species,mallar1,Malabar Lark,Galerida malabarica,Passeriformes,Alaudidae (Larks),,
21870,slash,y00655,Thekla's/Crested/Maghreb Lark,Galerida theklae/cristata/macrorhyncha,Passeriformes,Alaudidae (Larks),,
21871,species,tawlar1,Tawny Lark,Galerida deva,Passeriformes,Alaudidae (Larks),,
21872,spuh,lark1,lark sp.,Alaudidae sp.,Passeriformes,Alaudidae (Larks),,
21873,species,bearee1,Bearded Reedling,Panurus biarmicus,Passeriformes,Panuridae (Bearded Reedling),Bearded Reedling,
21877,species,yesnic1,Western Nicator,Nicator chloris,Passeriformes,Nicatoridae (Nicators),Nicators,
21878,species,easnic1,Eastern Nicator,Nicator gularis,Passeriformes,Nicatoridae (Nicators),,
21879,species,yetnic1,Yellow-throated Nicator,Nicator vireo,Passeriformes,Nicatoridae (Nicators),,
21880,slash,y00896,Western/Yellow-throated Nicator,Nicator chloris/vireo,Passeriformes,Nicatoridae (Nicators),,
21881,species,grecro1,Green Crombec,Sylvietta virens,Passeriformes,Macrosphenidae (African Warblers),African Warblers,
21886,species,lebcro1,Lemon-bellied Crombec,Sylvietta denti,Passeriformes,Macrosphenidae (African Warblers),,
21889,species,whbcro2,White-browed Crombec,Sylvietta leucophrys,Passeriformes,Macrosphenidae (African Warblers),,
21890,issf,whbcro1,White-browed Crombec (White-browed),Sylvietta leucophrys leucophrys/chloronota,Passeriformes,Macrosphenidae (African Warblers),,whbcro2
21893,issf,whbcro3,White-browed Crombec (Chapin's),Sylvietta leucophrys chapini,Passeriformes,Macrosphenidae (African Warblers),,whbcro2
21894,species,norcro1,Northern Crombec,Sylvietta brachyura,Passeriformes,Macrosphenidae (African Warblers),,
21895,issf,norcro3,Northern Crombec (Northern),Sylvietta brachyura brachyura/carnapi,Passeriformes,Macrosphenidae (African Warblers),,norcro1
21898,issf,norcro2,Northern Crombec (Eastern),Sylvietta brachyura leucopsis,Passeriformes,Macrosphenidae (African Warblers),,norcro1
21899,species,shbcro1,Short-billed Crombec,Sylvietta philippae,Passeriformes,Macrosphenidae (African Warblers),,
21900,species,reccro1,Red-capped Crombec,Sylvietta ruficapilla,Passeriformes,Macrosphenidae (African Warblers),,
21907,species,refcro1,Red-faced Crombec,Sylvietta whytii,Passeriformes,Macrosphenidae (African Warblers),,
21912,species,somcro1,Somali Crombec,Sylvietta isabellina,Passeriformes,Macrosphenidae (African Warblers),,
21913,species,capcro1,Cape Crombec,Sylvietta rufescens,Passeriformes,Macrosphenidae (African Warblers),,
21921,spuh,crombe1,crombec sp.,Sylvietta sp.,Passeriformes,Macrosphenidae (African Warblers),,
21922,species,damroc1,Rockrunner,Achaetops pycnopygius,Passeriformes,Macrosphenidae (African Warblers),,
21925,species,mogwar1,Moustached Grass-Warbler,Melocichla mentalis,Passeriformes,Macrosphenidae (African Warblers),,
21931,species,capgra1,Cape Grassbird,Sphenoeacus afer,Passeriformes,Macrosphenidae (African Warblers),,
21936,species,viswar1,Victorin's Warbler,Cryptillas victorini,Passeriformes,Macrosphenidae (African Warblers),,
21937,species,kemlon1,Kemp's Longbill,Macrosphenus kempi,Passeriformes,Macrosphenidae (African Warblers),,
21940,species,yellon1,Yellow Longbill,Macrosphenus flavicans,Passeriformes,Macrosphenidae (African Warblers),,
21943,species,grylon1,Gray Longbill,Macrosphenus concolor,Passeriformes,Macrosphenidae (African Warblers),,
21944,species,pullon1,Pulitzer's Longbill,Macrosphenus pulitzeri,Passeriformes,Macrosphenidae (African Warblers),,
21945,species,krelon1,Kretschmer's Longbill,Macrosphenus kretschmeri,Passeriformes,Macrosphenidae (African Warblers),,
21948,spuh,longbi1,longbill sp.,Macrosphenus sp.,Passeriformes,Macrosphenidae (African Warblers),,
21949,species,grawar1,Grauer's Warbler,Graueria vittata,Passeriformes,Macrosphenidae (African Warblers),,
21950,species,grehyl1,Green Hylia,Hylia prasina,Passeriformes,Macrosphenidae (African Warblers),,
21953,species,tithyl1,Tit-hylia,Pholidornis rushiae,Passeriformes,Macrosphenidae (African Warblers),,
21958,species,comjer1,Common Jery,Neomixis tenella,Passeriformes,Cisticolidae (Cisticolas and Allies),Cisticolas and Allies,
21963,species,grejer1,Green Jery,Neomixis viridis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21966,species,sttjer1,Stripe-throated Jery,Neomixis striatigula,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21967,issf,sttjer2,Stripe-throated Jery (Stripe-throated),Neomixis striatigula striatigula/sclateri,Passeriformes,Cisticolidae (Cisticolas and Allies),,sttjer1
21970,issf,sttjer3,Stripe-throated Jery (Subdesert),Neomixis striatigula pallidior,Passeriformes,Cisticolidae (Cisticolas and Allies),,sttjer1
21971,spuh,jery1,jery sp.,Neomixis sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21972,species,mitbab1,Leyte Plumed-Warbler,Micromacronus leytensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21973,species,minmib1,Mindanao Plumed-Warbler,Micromacronus sordidus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21974,species,salere1,Salvadori's Eremomela,Eremomela salvadorii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21975,species,yevere1,Yellow-vented Eremomela,Eremomela flavicrissalis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21976,species,yebere1,Yellow-bellied Eremomela,Eremomela icteropygialis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21986,species,senere1,Senegal Eremomela,Eremomela pusilla,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21987,species,grbere1,Green-backed Eremomela,Eremomela canescens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21992,species,greere1,Greencap Eremomela,Eremomela scotops,Passeriformes,Cisticolidae (Cisticolas and Allies),,
21998,species,yerere1,Yellow-rumped Eremomela,Eremomela gregalis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22001,species,rucere1,Rufous-crowned Eremomela,Eremomela badiceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22005,species,turere1,Turner's Eremomela,Eremomela turneri,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22008,species,blnere1,Black-necked Eremomela,Eremomela atricollis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22009,species,bunere1,Burnt-neck Eremomela,Eremomela usticollis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22012,spuh,eremom1,Eremomela sp.,Eremomela sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22013,species,rwgwar2,Red-winged Gray Warbler,Drymocichla incana,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22014,species,silpri2,Sierra Leone Prinia,Schistolais leontica,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22015,species,whcpri2,White-chinned Prinia,Schistolais leucopogon,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22018,species,robpri1,Roberts's Warbler,Oreophilais robertsi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22019,species,nampri1,Namaqua Warbler,Phragmacia substriata,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22022,species,grnlon1,Green Longtail,Urolais epichlorus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22023,issf,grnlon2,Green Longtail (Green),Urolais epichlorus epichlorus,Passeriformes,Cisticolidae (Cisticolas and Allies),,grnlon1
22024,issf,grnlon3,Green Longtail (Bioko),Urolais epichlorus mariae,Passeriformes,Cisticolidae (Cisticolas and Allies),,grnlon1
22025,species,blcapa2,Black-collared Apalis,Oreolais pulcher,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22028,species,ruwapa1,Rwenzori Apalis,Oreolais ruwenzorii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22029,species,afrtai2,African Tailorbird,Artisornis metopias,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22032,species,lobtai1,Long-billed Tailorbird,Artisornis moreaui,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22033,issf,lobtai2,Long-billed Tailorbird (Long-billed),Artisornis moreaui moreaui,Passeriformes,Cisticolidae (Cisticolas and Allies),,lobtai1
22034,issf,lobtai3,Long-billed Tailorbird (Njesi),Artisornis moreaui sousae,Passeriformes,Cisticolidae (Cisticolas and Allies),,lobtai1
22035,species,whtwar1,White-tailed Warbler,Poliolais lopezi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22036,issf,whtwar2,White-tailed Warbler (Highland),Poliolais lopezi manengubae,Passeriformes,Cisticolidae (Cisticolas and Allies),,whtwar1
22037,issf,whtwar3,White-tailed Warbler (Alexander's),Poliolais lopezi alexanderi,Passeriformes,Cisticolidae (Cisticolas and Allies),,whtwar1
22038,issf,whtwar4,White-tailed Warbler (Bioko),Poliolais lopezi lopezi,Passeriformes,Cisticolidae (Cisticolas and Allies),,whtwar1
22039,species,miowrw2,Miombo Wren-Warbler,Calamonastes undosus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22044,species,miowrw3,Stierling's Wren-Warbler,Calamonastes stierlingi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22049,hybrid,x00966,Miombo x Stierling's Wren-Warbler (hybrid),Calamonastes undosus x stierlingi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22050,slash,miowrw1,Miombo/Stierling's Wren-Warbler,Calamonastes undosus/stierlingi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22051,species,grywrw1,Gray Wren-Warbler,Calamonastes simplex,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22052,species,bawwar1,Barred Wren-Warbler,Calamonastes fasciolatus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22056,species,grbcam1,Green-backed Camaroptera,Camaroptera brachyura,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22057,issf,gnbcam2,Green-backed Camaroptera (Gray-backed),Camaroptera brachyura [brevicaudata Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,grbcam1
22069,issf,gnbcam1,Green-backed Camaroptera (Green-backed),Camaroptera brachyura [brachyura Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,grbcam1
22075,species,gnbcam3,Hartert's Camaroptera,Camaroptera harterti,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22076,slash,y01150,Green-backed/Hartert's Camaroptera,Camaroptera brachyura/harterti,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22077,species,yebcam1,Yellow-browed Camaroptera,Camaroptera superciliaris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22078,species,olgcam1,Olive-green Camaroptera,Camaroptera chloronota,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22079,issf,olgcam2,Olive-green Camaroptera (Olive-green),Camaroptera chloronota [chloronota Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,olgcam1
22083,issf,olgcam3,Olive-green Camaroptera (Tawny-breasted),Camaroptera chloronota toroensis/kamitugaensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,olgcam1
22086,spuh,camaro1,Camaroptera sp.,Camaroptera sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22087,species,crilon1,Cricket Longtail,Spiloptila clamans,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22088,species,bubwar2,Buff-bellied Warbler,Phyllolais pulchella,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22089,species,batapa2,Bar-throated Apalis,Apalis thoracica,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22108,species,batapa4,Taita Apalis,Apalis fuscigularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22109,species,batapa3,Yellow-throated Apalis,Apalis flavigularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22110,species,batapa5,Namuli Apalis,Apalis lynesi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22111,species,blcapa1,Black-capped Apalis,Apalis nigriceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22112,issf,bkcapa1,Black-capped Apalis (Black-capped),Apalis nigriceps nigriceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,blcapa1
22113,issf,bkcapa2,Black-capped Apalis (White-tailed),Apalis nigriceps collaris,Passeriformes,Cisticolidae (Cisticolas and Allies),,blcapa1
22114,species,bltapa1,Black-throated Apalis,Apalis jacksoni,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22118,species,whwapa1,White-winged Apalis,Apalis chariessa,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22121,species,masapa1,Masked Apalis,Apalis binotata,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22122,species,blfapa1,Black-faced Apalis,Apalis personata,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22125,species,yebapa1,Yellow-breasted Apalis,Apalis flavida,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22126,issf,yebapa2,Yellow-breasted Apalis (Brown-tailed),Apalis flavida flavocincta/viridiceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,yebapa1
22129,issf,yebapa3,Yellow-breasted Apalis (Yellow-breasted),Apalis flavida [flavida Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,yebapa1
22137,species,rudapa1,Rudd's Apalis,Apalis ruddi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22141,species,shaapa2,Sharpe's Apalis,Apalis sharpii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22142,species,butapa1,Buff-throated Apalis,Apalis rufogularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22143,issf,butapa2,Buff-throated Apalis (Black-breasted),Apalis rufogularis rufogularis/sanderi,Passeriformes,Cisticolidae (Cisticolas and Allies),,butapa1
22146,issf,butapa3,Buff-throated Apalis (Angola),Apalis rufogularis angolensis/brauni,Passeriformes,Cisticolidae (Cisticolas and Allies),,butapa1
22149,issf,butapa4,Buff-throated Apalis (Buff-throated),Apalis rufogularis nigrescens/kigezi,Passeriformes,Cisticolidae (Cisticolas and Allies),,butapa1
22152,species,kunapa1,Kungwe Apalis,Apalis argentea,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22153,species,bamapa1,Bamenda Apalis,Apalis bamendae,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22154,species,gosapa1,Gosling's Apalis,Apalis goslingi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22155,species,chtapa2,Kabobo Apalis,Apalis kaboboensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22156,species,chtapa3,Chestnut-throated Apalis,Apalis porphyrolaema,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22159,species,chaapa1,Chapin's Apalis,Apalis chapini,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22162,species,blhapa1,Black-headed Apalis,Apalis melanocephala,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22172,species,chiapa1,Chirinda Apalis,Apalis chirindensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22175,species,gryapa1,Gray Apalis,Apalis cinerea,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22176,issf,gryapa2,Gray Apalis (Sclater's),Apalis cinerea sclateri,Passeriformes,Cisticolidae (Cisticolas and Allies),,gryapa1
22177,issf,gryapa3,Gray Apalis (Angola),Apalis cinerea grandis,Passeriformes,Cisticolidae (Cisticolas and Allies),,gryapa1
22178,issf,gryapa4,Gray Apalis (Gray),Apalis cinerea cinerea/funebris,Passeriformes,Cisticolidae (Cisticolas and Allies),,gryapa1
22181,species,brhapa1,Brown-headed Apalis,Apalis alticola,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22184,species,karapa1,Karamoja Apalis,Apalis karamojae,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22187,spuh,apalis1,Apalis sp.,Apalis sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22188,species,comtai1,Common Tailorbird,Orthotomus sutorius,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22198,species,ruftai1,Rufous-fronted Tailorbird,Orthotomus frontalis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22201,species,dantai1,Dark-necked Tailorbird,Orthotomus atrogularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22206,species,camtai1,Cambodian Tailorbird,Orthotomus chaktomuk,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22207,species,ashtai1,Ashy Tailorbird,Orthotomus ruficeps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22216,species,olbtai1,Olive-backed Tailorbird,Orthotomus sepium,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22219,species,ruttai1,Rufous-tailed Tailorbird,Orthotomus sericeus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22224,species,phitai1,Visayan Tailorbird,Orthotomus castaneiceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22227,species,gybtai1,Gray-backed Tailorbird,Orthotomus derbianus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22230,species,gnbtai1,Green-backed Tailorbird,Orthotomus chloronotus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22231,species,yebtai1,Yellow-breasted Tailorbird,Orthotomus samarensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22232,species,whbtai1,White-browed Tailorbird,Orthotomus nigriceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22233,species,whetai1,White-eared Tailorbird,Orthotomus cinereiceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22236,spuh,tailor1,tailorbird sp.,Orthotomus sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22237,species,strpri2,Striated Prinia,Prinia crinigera,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22244,species,bropri1,Brown Prinia,Prinia polychroa,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22249,species,hilpri1,Black-throated Prinia,Prinia atrogularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22250,issf,bktpri1,Black-throated Prinia (Black-throated),Prinia atrogularis atrogularis,Passeriformes,Cisticolidae (Cisticolas and Allies),,hilpri1
22251,issf,bktpri2,Black-throated Prinia (Rufous-crowned),Prinia atrogularis khasiana,Passeriformes,Cisticolidae (Cisticolas and Allies),,hilpri1
22252,species,hilpri2,Hill Prinia,Prinia superciliaris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22258,species,gycpri1,Gray-crowned Prinia,Prinia cinereocapilla,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22259,species,rufpri2,Rufous-fronted Prinia,Prinia buchanani,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22260,species,rufpri1,Rufescent Prinia,Prinia rufescens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22267,species,gybpri1,Gray-breasted Prinia,Prinia hodgsonii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22274,species,bawpri1,Bar-winged Prinia,Prinia familiaris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22277,species,grapri1,Graceful Prinia,Prinia gracilis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22290,species,junpri1,Jungle Prinia,Prinia sylvatica,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22296,species,yebpri1,Yellow-bellied Prinia,Prinia flaviventris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22297,issf,yebpri2,Yellow-bellied Prinia (Yellow-bellied),Prinia flaviventris [flaviventris Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,yebpri1
22304,issf,yebpri3,Yellow-bellied Prinia (Chinese),Prinia flaviventris sonitans,Passeriformes,Cisticolidae (Cisticolas and Allies),,yebpri1
22305,species,ashpri1,Ashy Prinia,Prinia socialis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22310,slash,y01001,Yellow-bellied/Ashy Prinia,Prinia flaviventris/socialis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22311,species,tafpri1,Tawny-flanked Prinia,Prinia subflava,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22322,species,plapri1,Plain Prinia,Prinia inornata,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22333,species,palpri1,Pale Prinia,Prinia somalica,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22336,species,rivpri1,River Prinia,Prinia fluviatilis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22337,species,blcpri1,Black-chested Prinia,Prinia flavicans,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22343,species,karpri1,Karoo Prinia,Prinia maculosa,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22347,species,drapri1,Drakensberg Prinia,Prinia hypoxantha,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22348,species,satpri1,Sao Tome Prinia,Prinia molleri,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22349,species,banpri1,Banded Prinia,Prinia bairdii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22350,issf,banpri2,Banded Prinia (Banded),Prinia bairdii bairdii/heinrichi,Passeriformes,Cisticolidae (Cisticolas and Allies),,banpri1
22353,issf,banpri3,Banded Prinia (Black-faced),Prinia bairdii melanops/obscura,Passeriformes,Cisticolidae (Cisticolas and Allies),,banpri1
